"id","value","place","geonames_uri","geonames_place"
"igch2245","Licata (anc. Phintias), 1899-1900","Licata","http://www.geonames.org/2524393","Licata (Italy)"
"igch0201","Epirus, before 1825","Epirus","http://www.geonames.org/6697804","Epirus (Greece)"
"igch0755","Pjasačevo, 1957","Pjasačevo","",""
"igch1532","Homs (anc. Emesa), Seleucis, 1934","Homs","http://www.geonames.org/169577","Homs (Syria)"
"igch0794","Zitnica, Plovdiv district, Bulgaria, 1934","Zitnica","http://www.geonames.org/3282241","Žitnica (Croatia)"
"igch2265","Tunis, 1899","Tunis","http://www.geonames.org/2464470","Tunis (Tunisia)"
"igch0289","Halmyros, near anc. Larissa Cremaste, Thessaly, 1929","Halmyros","",""
"igch0772","Mahala, Samokov district, SE of Sofia, Bulgaria, 1926","Mahala","http://www.geonames.org/835284","Koriska Mahala (Serbia)"
"igch0037","Agrinion, Aetolia, c. 1931?","Agrinion","http://www.geonames.org/265560","Agrinio (Greece)"
"igch2363","Baumes-de-Venise, 20 km. E of Orange, before 1850","Baumes-de-Venise","",""
"igch0511","Merenii de Sus, c. 20 km. NNE of Bucharest, Rumania, 1962","Merenii de Sus","http://www.geonames.org/673572","Merenii de Sus (Romania)"
"igch1332","Priene, 1895-8","Priene","http://www.geonames.org/7733372","Priene (Turkey)"
"igch0303","Delphi, Phocis, 1907","Delphi","http://www.geonames.org/263219","Delphi (Greece)"
"igch1591","Tyre (mod. Sur) or Beirut environs, Phoenicia, 1954","Tyre  or Beirut environs","",""
"igch0258","Epidaurus, Argolis, 1934","Epidaurus","http://www.geonames.org/262661","Epidaurus (Greece)"
"igch1728","Egypt, before 1905","Egypt","http://www.geonames.org/357994","Egypt (Egypt)"
"igch0543","Brasov environs, Rumania, before 1928","Brasov environs","",""
"igch1494","Latakia (anc. Laodiceia ad Mare), (605a) Seleucis, 1936","Latakia","http://www.geonames.org/173576","Latakia (Syria)"
"igch1440","Asia Minor, 1968","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch1524","Aleppo (anc. Beroea), Cyrrhestica, 1933","Aleppo","http://www.geonames.org/170063","Aleppo (Syria)"
"igch1584","Balatah (anc. Shechem), Samaria, 1956","Balatah","http://www.geonames.org/284446","Balāţah (Palestine)"
"igch0238","Oeantheia, Locris, before 1969","Oeantheia","",""
"igch1398","Karaman (anc. Laranda), Lycaonia, 1969","Karaman","http://www.geonames.org/309527","Karaman (Turkey)"
"igch1227","Lesbos?, 1936","Lesbos","http://www.geonames.org/258466","Lesbos Island (Greece)"
"igch0482","Macedonia ?, 1958","Macedonia","http://www.geonames.org/718075","Macedonia (Macedonia)"
"igch1991","Gerace (anc. Locri), Bruttium, 1959","Gerace","http://www.geonames.org/2524643","Gerace (Italy)"
"igch1544","Latakia (anc. Laodiceia ad Mare), Seleucis, 1759","Latakia","http://www.geonames.org/173576","Latakia (Syria)"
"igch0808","Roksolany (anc. Niconium), Ovidiopol' raion, Odessa oblast, Ukraine, 1960","Roksolany","http://www.geonames.org/695513","Roksolany (Ukraine)"
"igch0098","Athens, c. 1932","Athens","http://www.geonames.org/264371","Athens (Greece)"
"igch0983","Berezan' Island (anc. Leuke), 1962","Berezan' Island","http://www.geonames.org/712388","Ostriv Berezan' (Ukraine)"
"igch0427","Atel (formerly Hetzeldorf), c. 60 km. NE of Sibiu, Rumania, c. 1877","Atel","http://www.geonames.org/686064","Comuna Aţel (Romania)"
"igch1126","Kerch' (anc. Panticapaeum), Crimea oblast, Ukraine, 1904","Kerch'","http://www.geonames.org/706524","Kerch (Ukraine)"
"igch0283","Attica, c. 1951","Attica","http://www.geonames.org/255274","Piraeus (Greece)"
"igch0223","Anthedon, on the coast c. 15 km. NW of Chalcis, Boeotia, 1935","Anthedon","http://www.geonames.org/8224025","Anthedon (Greece)"
"igch0035","Lappa, Elis, 1938","Lappa","http://www.geonames.org/2020917","Lappa (Russia)"
"igch1620","Damascus ?, Coelesyria, 1940","Damascus","http://www.geonames.org/170654","Damascus (Syria)"
"igch1514","Tel Tsippor, near Kiryat Gat, c. 10 km. W of Beth Guvrin, Judaea, 1960","Tel Tsippor","http://www.geonames.org/293059","Tel Ẕippor (Israel)"
"igch1738","Tiflis, in anc. Iberia, 1870-1875","Tiflis","http://www.geonames.org/611717","Tbilisi (Georgia)"
"igch2105","Sicily, 1961","Sicily","http://www.geonames.org/2523920","Palermo (Italy)"
"igch1069","Kerch' (anc. Panticapaeum), Crimea oblast, Ukraine, 1877","Kerch'","http://www.geonames.org/706524","Kerch (Ukraine)"
"igch1816","Ahar, c. 80 km. NE of Tabriz, in anc. (20a) Media Atropatene, 1923","Ahar","http://www.geonames.org/144617","Āhār (Iran)"
"igch1852","Thatta, Attock district, Punjab, Pakistan, c. 1885","Thatta","http://www.geonames.org/1163570","Thatta (Pakistan)"
"igch2289","Tadasune, 30 km. NE of Oristano, Sardinia, 1865?","Tadasune","",""
"igch2387","Cavaillon (anc. Cabellio), 20 km. SE of Avignon, 1893","Cavaillon","http://www.geonames.org/3028134","Cavaillon (France)"
"igch0582","Sacalasau, 30 km. NE of Oradea, Rumania, c. 1907","Sacalasau","http://www.geonames.org/668346","Sacalasău (Romania)"
"igch1254","Selimiye (formerly Eskiantalya; anc. Side), Pamphylia, 1922","Selimiye","http://www.geonames.org/739845","Selimiye (Turkey)"
"igch1296","Pergamum, Mysia, 1961","Pergamum","http://www.geonames.org/321426","Bergama (Turkey)"
"igch0391","Risan (anc. Rhizon), southern Dalmatia, Yugoslavia, 1927","Risan","http://www.geonames.org/3191631","Risan (Montenegro)"
"igch0208","Aetolia?, 1957","Aetolia","http://www.geonames.org/265508","Aitoloakarnania (Greece)"
"igch2247","Selinunte, 1876","Selinunte","http://www.geonames.org/2523164","Selinunte (Italy)"
"igch2097","Schisò (anc. Naxus), 1894","Schisò","http://www.geonames.org/2523195","Capo Schisò (Italy)"
"igch0097","Lamia, Thessaly, c. 1936","Lamia","http://www.geonames.org/258620","Lamia (Greece)"
"igch1815","Kuh Dasht, near Khoramabad, Luristan, 1970","Kuh Dasht","http://www.geonames.org/1143802","Kōh-e Dasht Kāh (Afghanistan)"
"igch0478","Thessalonica, Macedonia, c. 1929","Thessalonica","http://www.geonames.org/734077","Thessaloniki (Greece)"
"igch1974","Gerace (anc. Locri), 1955 or later","Gerace","http://www.geonames.org/2524643","Gerace (Italy)"
"igch2338","La Escuera, La Marina del Molar, near Alicante, before 1961","La Escuera","",""
"igch0088","Greece, western?, 1907","Greece","http://www.geonames.org/390903","Greece (Greece)"
"igch0666","Tiranë, 1964","Tiranë","http://www.geonames.org/3183875","Tirana (Albania)"
"igch1723","Egypt, 1908","Egypt","http://www.geonames.org/357994","Egypt (Egypt)"
"igch0811","Brâgma, c. 20 km. S of Silistra, Bulgaria, 1964","Brâgma","",""
"igch0807","Thracian Chersonese, c. 1906","Thracian Chersonese","http://www.geonames.org/746980","Gallipoli Peninsula (Turkey)"
"igch2373","Cadenet, 30 km. N of Aix, 1869","Cadenet","http://www.geonames.org/3029256","Cadenet (France)"
"igch1537","Kosseir, near Antakya (anc. Antioch), Seleucis, 1949","Kosseir","",""
"igch0721","Thasos: ?, c. 1958?","Thasos:","http://www.geonames.org/734093","Thasos (Greece)"
"igch0744","Adrianople (now Edirne) environs, Thrace, before 1780","Adrianople  environs","",""
"igch2241","Barrafranca, 35 km. N of Gela, 1909","Barrafranca","http://www.geonames.org/6540848","Barrafranca (Italy)"
"igch0717","Greece, northern?, c. 1900","Greece","http://www.geonames.org/390903","Greece (Greece)"
"igch1124","Kerch' environs, Crimea oblast, Ukraine, before 1892","Kerch' environs","",""
"igch0712","Dupnica, c. 50 km. E of Kjustendil, Bulgaria, 1912?","Dupnica","http://www.geonames.org/726872","Dupnitsa (Bulgaria)"
"igch1768","Mosul, in anc. Mesopotamia, before 1917","Mosul","http://www.geonames.org/99072","Mosul (Iraq)"
"igch0907","Trakija, southern Bulgaria, 1925","Trakija","http://www.geonames.org/6460364","Trakija (Bulgaria)"
"igch1796","Kaswin, c. 140 km. NW of Teheran (anc. Rhagae), Media, 1964","Kaswin","",""
"igch1613","Golan (anc. Gaulanitis or Trachonitis), 1940","Golan","http://www.geonames.org/173708","Golan Heights (Syria)"
"igch1604","Thalalaia, c. 5 km. SW of Zahle, Coelesyria, 1952","Thalalaia","",""
"igch0579","Zaklopaca, near Belgrade, Yugoslavia, 1928","Zaklopaca","http://www.geonames.org/784019","Zaklopača (Serbia)"
"igch1541","Baiyada, near Safita (Pereia of Aradus), N. Phoenicia, 1949","Baiyada","http://www.geonames.org/276658","Jabal el Baïyâda (Lebanon)"
"igch2318","Rosas (anc. Rhoda), E of Figueras, 1850","Rosas","http://www.geonames.org/3670596","Rosas (Colombia)"
"igch2211","Trapani (anc. Drepanum), 1921","Trapani","http://www.geonames.org/2522876","Trapani (Italy)"
"igch1405","Gordium, 1961","Gordium","http://www.geonames.org/313958","Gordion (Turkey)"
"igch1797","Persepolis, Persis, 1934-5","Persepolis","http://www.geonames.org/110836","Persepolis (Iran)"
"igch2376","Aix (anc. Aquae Sextiae Salluviorum), 19th cent.","Aix","http://www.geonames.org/3038354","Aix-en-Provence (France)"
"igch1695","Benha (anc. Athribis), 1922-1923","Benha","http://www.geonames.org/359280","Banhā (Egypt)"
"igch0821","Raninci, Kjustendil district, Bulgaria, 1951-1952","Raninci","http://www.geonames.org/861746","Raninci (Serbia)"
"igch1865","Sialkot district, Punjab, Pakistan, 1906?","Sialkot district","http://www.geonames.org/1164908","Siālkot (Pakistan)"
"igch0867","Büyükçekmece, c. 30 km. W of Istanbul (anc. Byzantium), Thrace, 1952","Büyükçekmece","http://www.geonames.org/7732455","Büyükçekmece (Turkey)"
"igch1057","Olbia (mod. Parutino), 1959","Olbia","http://www.geonames.org/6299573","Olbia - Costa Smeralda Airport (Italy)"
"igch0739","Didymotichon, Thrace, c. 1870-1875","Didymotichon","http://www.geonames.org/736447","Didymóteicho (Greece)"
"igch1646","Fayum, Fayum district, 1957","Fayum","http://www.geonames.org/361320","Al Fayyum (Egypt)"
"igch0860","Gârbino, 13 km. N of Kjustendil, Bulgaria, 1914","Gârbino","http://www.geonames.org/730977","Gŭrbino (Bulgaria)"
"igch2131","Centuripe, 1952","Centuripe","http://www.geonames.org/2525032","Centuripe (Italy)"
"igch0165","Greece, central, c. 1949","Greece","http://www.geonames.org/390903","Greece (Greece)"
"igch2183","Capo Soprano, c. 1955?","Capo Soprano","",""
"igch0279","Porto Rafti, Attica, 1967","Porto Rafti","http://www.geonames.org/254419","Órmos Markopoúlou (Greece)"
"igch0029","Tegea environs, Arcadia, c. 1875","Tegea environs","",""
"igch0151","Mitropolis, near anc. Gortyna, Crete, 1915","Mitropolis","http://www.geonames.org/256860","Mitrópoli (Greece)"
"igch0689","Sveti Vlas, c. 48 km. NE of Burgas, Bulgaria, 1948","Sveti Vlas","http://www.geonames.org/725816","Saint Vlas (Bulgaria)"
"igch2077","Lentini, 1921","Lentini","http://www.geonames.org/2524410","Lentini (Italy)"
"igch0175","Eretria, Euboea, 1937","Eretria","http://www.geonames.org/338010","Eritrea (Eritrea)"
"igch2165","Sicily, before 1890","Sicily","http://www.geonames.org/2523920","Palermo (Italy)"
"igch0118","Karditsa, Thessaly, 1955","Karditsa","http://www.geonames.org/260989","Karditsa (Greece)"
"igch1299","Sardes, Lydia, 1911","Sardes","http://www.geonames.org/254066","Sardes (Greece)"
"igch1788","Nisibis, Mesopotamia, 1955","Nisibis","http://www.geonames.org/303750","Nisibis (Turkey)"
"igch0041","Peloponnesus ?, 1965","Peloponnesus","http://www.geonames.org/255620","Pelopónnisos (Greece)"
"igch1638","Delta, 1887","Delta","http://www.geonames.org/3644541","Delta Amacuro (Venezuela)"
"igch2029","Campana, 45 km. NW of Croton, Bruttium, 1934","Campana","http://www.geonames.org/3435810","Campana (Argentina)"
"igch1687","Egypt (upper), before 1905","Egypt","http://www.geonames.org/357994","Egypt (Egypt)"
"igch0824","Borimečkovo, c. 50 km. N of Pazardzik, Bulgaria, 1941","Borimečkovo","",""
"igch0081","Greece, central?, c. 1911","Greece","http://www.geonames.org/390903","Greece (Greece)"
"igch1366","Asia Minor, northern, before 1948","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch1289","Mylasa, Caria, 1968-9","Mylasa","http://www.geonames.org/304355","Milas (Turkey)"
"igch1930","Taranto environs, Calabria, c. 1937","Taranto environs","",""
"igch0116","Thessaly ?, c. 1925","Thessaly","http://www.geonames.org/6697809","Thessaly (Greece)"
"igch2124","Avola, 1888 (108 part)","Avola","http://www.geonames.org/2525643","Avola (Italy)"
"igch0931","Mâcin (anc. Arrubium), c. 20 km. SSE of Galati, Rumania, 1965","Mâcin","http://www.geonames.org/8334949","Oraş Mãcin (Romania)"
"igch0077","Corinth, 1930","Corinth","http://www.geonames.org/259289","Corinth (Greece)"
"igch1784","Mardin environs, c. 50 km. NW of Nusaybin (anc. Nisibis), Mesopotamia, c. 1953","Mardin environs","",""
"igch1263","Cilicia, 1901 (251, 292)","Cilicia","http://www.geonames.org/8378491","Cilicia (Roman province) (Turkey)"
"igch1828","Tali-Murdapatou, near Bukhara, Uzbekistan (anc. Sogdiana), 1938","Tali-Murdapatou","",""
"igch1359","Çesme (anc. Erythrae), Ionia, c. 1960","Çesme","http://www.geonames.org/8632427","Çeşme İlçesi (Turkey)"
"igch0966","Karnobat, 58 km. E of Sliven, Bulgaria, 1945","Karnobat","http://www.geonames.org/730558","Obshtina Karnobat (Bulgaria)"
"igch1357","Mugla (anc. Pisye) environs, Caria, 1965","Mugla  environs","",""
"igch0725","Thrace?, 1920's","Thrace","http://www.geonames.org/6697803","East Macedonia and Thrace (Greece)"
"igch1731","Euhemeria (mod. Qasr el Banat), 100 km. SW of Cairo, c. A.D. 28","Euhemeria","http://www.geonames.org/350664","Euhemeria (Egypt)"
"igch1308","Pyle on Cos, 1953","Pyle on Cos","",""
"igch1386","Merzifon, c. 40 km. NW of Amasya (anc. Amasia), Pontus, 1968","Merzifon","http://www.geonames.org/6299733","Merzifon (Turkey)"
"igch1379","Amastris, Paphlagonia, before 1925","Amastris","http://www.geonames.org/752016","Amasra (Turkey)"
"igch0199","Labia, Elis, 1887","Labia","http://www.geonames.org/2285514","Labia (Ivory Coast)"
"igch1590","Kishon River, near Haifa (anc. Sicmona), Phoenicia, c. 1958","Kishon River","http://www.geonames.org/293820","Nahr al Muqaţţa‘ (Israel)"
"igch1538","Dniye, near Safita (Pereia of Aradus), N. Phoenicia, 1952","Dniye","",""
"igch1238","Asia Minor, northern, before 1920","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch2057","Battaglia, near Campli, 16 km. SE of Ascoli Piceno, Picenum, 1893","Battaglia","http://www.geonames.org/3182278","Battaglia Terme (Italy)"
"igch0918","Benkovski, 1952","Benkovski","http://www.geonames.org/733276","Benkovski (Bulgaria)"
"igch2134","Syracuse, 1912","Syracuse","http://www.geonames.org/5140405","Syracuse (United States)"
"igch1860","Pakistan ?, c. 1920","Pakistan","http://www.geonames.org/1168579","Pakistan (Pakistan)"
"igch0489","Rakita, c. 35 km. S. of Pleven, Bulgaria, 1965","Rakita","http://www.geonames.org/503086","Rakita (Russia)"
"igch1205",""Gherelli" near Bodrum (anc. Hallcarnassus), Caria, 1853",""Gherelli" near Bodrum","",""
"igch0144","Kiouleler (= Kililer, mod. Kipseli), (563-4) c. 23 km. SE of Larissa, Thessaly, c. 1910","Kiouleler (= Kililer","",""
"igch2138","Sicily, 1879","Sicily","http://www.geonames.org/2523920","Palermo (Italy)"
"igch1849","Swabi, Mardan district, Gandhara, Pakistan, before 1951","Swabi","http://www.geonames.org/7419055","Swābi (Pakistan)"
"igch1078","Olbia (mod. Parutino), 1947","Olbia","http://www.geonames.org/6299573","Olbia - Costa Smeralda Airport (Italy)"
"igch1220","Troas, c. 1888","Troas","http://www.geonames.org/664589","Troaş (Romania)"
"igch0769","Sumen (formerly Kolarovgrad) environs, Bulgaria, 1946","Sumen  environs","",""
"igch2120","Ognina, 4 km. NE of Catana, 1923","Ognina","http://www.geonames.org/2523979","Capo Ognina (Italy)"
"igch1645","Zagazig (anc. Bubastis), 1901","Zagazig","http://www.geonames.org/359493","Zagazig (Egypt)"
"igch0493","Novae, near Svistov, NE of Pleven, Bulgaria, 1958","Novae","http://www.geonames.org/726534","Svishtov (Bulgaria)"
"igch0113","Alipheira, near border of Triphylia and Arcadia, 1953","Alipheira","",""
"igch0431","Athitos, Chalcidice, Macedonia, before 1960","Athitos","http://www.geonames.org/736987","Áfytos (Greece)"
"igch1173","Cos, , before 1891","Cos","http://www.geonames.org/8584008","Villa de Cos (Mexico)"
"igch1241","Mudanya (anc. Apameia-Myrlea), Bithynia, 1969","Mudanya","http://www.geonames.org/7732334","Mudanya (Turkey)"
"igch1651","Beni Hasan, 250 km. S of Cairo, 1903","Beni Hasan","http://www.geonames.org/2213872","Qaryat Bin Ḩasan (Libya)"
"igch1834","Charikar ?, c. 55 km. N of Cabul (anc. Cabura, Paropamisadae), c. 1840","Charikar","http://www.geonames.org/1145352","Charikar (Afghanistan)"
"igch1837","Yaghistan, Swat valley, Gandhara, Pakistan, 1918","Yaghistan","",""
"igch1362","Asia Minor, northern?, c. 1925","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch1729","Toukh el Garmous, 20 km. NE of Zagazig, 1905","Toukh el Garmous","",""
"igch0461","Ramna, 20 km. NW of Resita, Rumania, 1896","Ramna","http://www.geonames.org/669191","Comuna Ramna (Romania)"
"igch0063","Eretria environs, Euboea, before 1855","Eretria environs","",""
"igch2220","Syracuse, Achradina, c. 1838","Syracuse","http://www.geonames.org/5140405","Syracuse (United States)"
"igch0350","Crete, c. 1898","Crete","http://www.geonames.org/6697802","Crete (Greece)"
"igch1764","Mesopotamia, before 1920","Mesopotamia","http://www.geonames.org/99237","Iraq (Iraq)"
"igch2297","Pantelleria (anc. Cossura), 1895","Pantelleria","http://www.geonames.org/2523890","Pantelleria (Italy)"
"igch0383","Olynthus, Macedonia, 1931","Olynthus","http://www.geonames.org/735088","Myriófyto (Greece)"
"igch0163","Boeotia, opposite Chalcis, 1935","Boeotia","http://www.geonames.org/263441","Boeotia (Greece)"
"igch0567","Kruinwa, Bosnia, Yugoslavia, c. 1932","Kruinwa","",""
"igch1920","Campania, before 1831","Campania","http://www.geonames.org/3181042","Campania (Italy)"
"igch2233","Syracuse, 1904","Syracuse","http://www.geonames.org/5140405","Syracuse (United States)"
"igch0397","Gostilica, c. 15 km. W of Veliko Târnovo, Bulgaria, 1958","Gostilica","http://www.geonames.org/6460618","Gostilica (Bulgaria)"
"igch1850","Bairat, c. 80 km. NE of Jaipur, Rajasthan, India, 1936-1937","Bairat","http://www.geonames.org/1277745","Bairāt (India)"
"igch0921","Maca, Nova Zagora district, Bulgaria, 1954","Maca","http://www.geonames.org/2370977","Paiama Macã (Guinea-Bissau)"
"igch1556","Syria, northern, 1906","Syria","http://www.geonames.org/163843","Syria (Syria)"
"igch1876","Paestum (anc. Poseidonia), Lucania, 1939","Paestum","http://www.geonames.org/3171709","Paestum (Italy)"
"igch1548","Syria, northern, 1912","Syria","http://www.geonames.org/163843","Syria (Syria)"
"igch1688","Tell Nebesheh (anc. Am), 50 km. E of El Mansûra, 1886","Tell Nebesheh","",""
"igch1432","Asia Minor, southern, 1964","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch1607","Jericho, Judaea, 1965-1966","Jericho","http://www.geonames.org/284899","Jericho (Palestine)"
"igch1734","Diyarbekir (anc. Amida), Armenia, before 1938","Diyarbekir","http://www.geonames.org/316541","Diyarbakır (Turkey)"
